price_per_night,timestamp
 243,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
 242,2019-05-10 21:12:00.911634
 242,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
 242,2019-05-10 21:12:00.911634
 242,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
 242,2019-05-10 21:12:00.911634
 242,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
 242,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
 242,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
 242,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
 243,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
0,2019-05-10 21:12:00.911634
