platform_name,price_per_night
Booking.com, 211
Booking.com, 211
, 211
, 211
, 211
, 211
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
, 211
, 211
, 211
, 211
, 211
,0
,0
,0
, 211
, 211
,0
,0
,0
, 252
, 252
,0
,0
,0
, 211
, 211
, 211
,0
, 211
, 211
, 252
,0
,0
,0
, 211
,0
,0
,0
, 211
,0
,0
, 211
,0
,0
,0
, 211
,0
,0
,0
, 252
,0
,0
,0
, 211
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Booking.com,0
Booking.com,0
Booking.com,0
Booking.com,0
,0
,0
,0
,0
,0
,0
