price_per_night,timestamp
 416,2019-05-07 01:12:01.349458
 416,2019-05-07 01:12:01.349458
 416,2019-05-07 01:12:01.349458
 416,2019-05-07 01:12:01.349458
 416,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
 416,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
 416,2019-05-07 01:12:01.349458
 416,2019-05-07 01:12:01.349458
 416,2019-05-07 01:12:01.349458
 360,2019-05-07 01:12:01.349458
 360,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
 419,2019-05-07 01:12:01.349458
 419,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
 416,2019-05-07 01:12:01.349458
 416,2019-05-07 01:12:01.349458
 416,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
 416,2019-05-07 01:12:01.349458
 416,2019-05-07 01:12:01.349458
 360,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
 313,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
 360,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
