TweetID,Date,User,Followers,Retweets,Favorites
1108121108061016065,2019-03-19 21:40:34,SnapperKnows,717,31,0
1108121095704662019,2019-03-19 21:40:31,Salva025,0,0,0
1108121095704625152,2019-03-19 21:40:31,TheCowlicker,10048,699,0
1108121094807060480,2019-03-19 21:40:31,freundebIeiben,43,12,0
1108121094656008192,2019-03-19 21:40:31,randleshotels,3600,0,0
1108121091309006848,2019-03-19 21:40:30,kennedyy_92,549,17369,0
1108121088846905348,2019-03-19 21:40:30,ericdarius,13372,0,0
1108121086078713860,2019-03-19 21:40:29,MeaganDomino,142,17369,0
1108121081553043461,2019-03-19 21:40:28,AprilFoolsRebel,584,0,0
1108121073650941952,2019-03-19 21:40:26,bot_political,278,0,0
1108121072417820673,2019-03-19 21:40:26,wowfcltd,56,0,0
1108121063890841602,2019-03-19 21:40:24,ZoeTillman,97098,1,1
1108121059608399873,2019-03-19 21:40:23,1300KWL,324,2,0
1108121057112850432,2019-03-19 21:40:22,ThnkYaBasedTodd,503,17369,0
1108121053027459072,2019-03-19 21:40:21,Agena_Bio,200,0,0
1108121051022675969,2019-03-19 21:40:21,kannelArt,911,0,0
1108121046337708033,2019-03-19 21:40:19,hels1064,368,60,0
1108121043627970560,2019-03-19 21:40:19,BDWForum,1648,0,0
1108121043275841537,2019-03-19 21:40:19,ErickaJournet,1011,17369,0
1108121042017570821,2019-03-19 21:40:18,pizzashitnabi,304,330,0
1108121040985698305,2019-03-19 21:40:18,sandyn75,1213,18,0
1108121037110210562,2019-03-19 21:40:17,gaylabeth,264,0,0
1108121036283736064,2019-03-19 21:40:17,6ftmommy,778,3,0
1108121035872698370,2019-03-19 21:40:17,raajmelbourne,975,1,0
1108121033331130369,2019-03-19 21:40:16,Tamaraciocci,2103,11,0
1108121029426069504,2019-03-19 21:40:15,lagunagirls,171,71,0
1108121025097723904,2019-03-19 21:40:14,hels1064,368,74,0
1108121019699679233,2019-03-19 21:40:13,BookishFeminist,1610,3,0
1108121015777984512,2019-03-19 21:40:12,VNL,4922,4,0
1108121009104871425,2019-03-19 21:40:11,okayalrightcat,346,17369,0
1108121003119529984,2019-03-19 21:40:09,hels1064,368,93,0
1108120999705354241,2019-03-19 21:40:08,thereadingdebut,1053,0,0
1108120998472228864,2019-03-19 21:40:08,cpsharplin,257,4,0
1108120998359035906,2019-03-19 21:40:08,AlcuinBramerton,633,233,0
1108120994894495744,2019-03-19 21:40:07,premiummotrspts,4350,0,0
1108120992872845312,2019-03-19 21:40:07,squaremilenews,95,0,0
1108120991111278592,2019-03-19 21:40:06,MidoBoSloh,38,0,0
1108120988338651136,2019-03-19 21:40:06,DJ_27Music,406,271,0
1108120985264365568,2019-03-19 21:40:05,CapS45,911,252,0
1108120977064513536,2019-03-19 21:40:03,hels1064,368,143,0
1108120972312436736,2019-03-19 21:40:02,MrThatcherite,486,0,0
1108120965903470593,2019-03-19 21:40:00,AyeshaM1463,244,17369,0
1108120965450481664,2019-03-19 21:40:00,ScottABC7,14503,0,1
1108120960866111488,2019-03-19 21:39:59,BlueNicht,655,252,0
1108120942146928645,2019-03-19 21:39:55,aKaStubby,1597,17369,0
1108120937176563712,2019-03-19 21:39:53,barbee_liz,1553,303,0
1108120936987938817,2019-03-19 21:39:53,FedUpGOPer,271,12,0
1108120936350253056,2019-03-19 21:39:53,MRZTAZZ2U,318,0,0
1108120931015114752,2019-03-19 21:39:52,r1a2w3a4,178,707,0
1108120930507726848,2019-03-19 21:39:52,EllieRadue,48,5,0
1108120928414810112,2019-03-19 21:39:51,SmilinThrough,285,12215,0
1108120926485442561,2019-03-19 21:39:51,570Karen,1640,11,0
1108120916565872642,2019-03-19 21:39:49,ethanchaotic,189,39,0
1108120912434470912,2019-03-19 21:39:48,iMusaiid,8979,17369,0
1108120909502656512,2019-03-19 21:39:47,EzequielGarza17,74,17369,0
