price_per_night,timestamp,Influencer_or_Not,Hotel_ID
330,2019-04-28 03:20:01.677044,No Influencer,4
311,2019-04-23 15:20:01.498959,No Influencer,4
309,2019-04-20 21:20:01.271768,No Influencer,4
310,2019-04-24 12:20:01.752630,No Influencer,4
310,2019-04-22 18:20:01.349880,No Influencer,4
314,2019-04-28 07:20:01.645610,No Influencer,4
330,2019-04-30 03:07:01.921252,No Influencer,4
313,2019-04-26 15:20:01.440396,No Influencer,4
330,2019-04-26 21:20:01.308907,No Influencer,4
308,2019-04-26 01:20:01.650668,No Influencer,4
261,2019-04-21 17:20:01.121777,No Influencer,4
310,2019-04-24 11:20:01.308713,No Influencer,4
261,2019-04-24 05:20:01.100760,No Influencer,4
316,2019-05-01 09:12:01.301152,No Influencer,4
308,2019-04-25 21:20:01.533905,No Influencer,4
356,2019-04-23 18:20:02.035026,No Influencer,4
316,2019-05-01 06:12:01.306597,No Influencer,4
314,2019-04-29 14:20:01.072528,No Influencer,4
309,2019-04-19 18:47:34.766195,No Influencer,4
261,2019-04-22 17:20:01.227263,No Influencer,4
315,2019-04-30 10:13:01.917899,No Influencer,4
309,2019-04-19 04:05:01.743335,No Influencer,4
309,2019-04-21 21:20:01.681148,No Influencer,4
309,2019-04-22 00:20:01.934683,No Influencer,4
309,2019-04-21 18:20:01.312972,No Influencer,4
310,2019-04-24 04:20:01.166113,No Influencer,4
356,2019-04-28 23:20:01.204961,No Influencer,4
309,2019-04-22 09:20:01.622582,No Influencer,4
310,2019-04-23 02:20:01.121895,No Influencer,4
330,2019-04-28 02:20:01.105446,No Influencer,4
309,2019-04-21 20:20:01.500597,No Influencer,4
309,2019-04-25 12:20:01.137342,No Influencer,4
310,2019-04-22 13:20:01.680765,No Influencer,4
330,2019-04-26 23:20:01.599948,No Influencer,4
261,2019-04-21 22:20:01.521867,No Influencer,4
314,2019-04-29 13:20:01.380760,No Influencer,4
309,2019-04-18 21:05:01.231515,No Influencer,4
309,2019-04-20 08:18:01.546638,No Influencer,4
309,2019-04-19 12:05:01.482256,No Influencer,4
314,2019-04-29 09:20:01.703995,No Influencer,4
308,2019-04-25 22:20:01.026978,No Influencer,4
330,2019-04-30 22:12:01.778781,No Influencer,4
330,2019-04-26 19:20:01.839619,No Influencer,4
310,2019-04-24 14:20:01.389675,No Influencer,4
350,2019-05-02 02:12:01.285853,No Influencer,4
345,2019-05-03 05:12:01.406631,No Influencer,4
309,2019-04-21 12:20:01.351961,No Influencer,4
261,2019-04-20 19:20:01.804031,No Influencer,4
356,2019-04-21 00:20:01.877073,No Influencer,4
314,2019-04-29 04:20:01.551077,No Influencer,4
334,2019-04-24 21:20:01.458887,No Influencer,4
330,2019-04-28 01:20:01.461564,No Influencer,4
330,2019-04-29 21:20:01.926694,No Influencer,4
261,2019-04-23 03:20:01.265226,No Influencer,4
261,2019-04-19 05:05:01.095966,No Influencer,4
309,2019-04-20 08:54:42.971865,No Influencer,4
309,2019-04-19 03:05:01.199763,No Influencer,4
308,2019-04-26 13:20:01.263294,No Influencer,4
330,2019-04-30 02:36:01.521678,No Influencer,4
309,2019-04-21 09:20:01.936190,No Influencer,4
311,2019-04-23 23:20:01.609027,No Influencer,4
261,2019-04-22 05:20:01.308613,No Influencer,4
308,2019-04-25 23:20:02.108452,No Influencer,4
356,2019-04-28 06:20:01.021836,No Influencer,4
314,2019-04-28 11:20:01.484490,No Influencer,4
314,2019-04-29 12:20:01.581651,No Influencer,4
309,2019-04-25 13:20:01.834388,No Influencer,4
316,2019-05-01 10:12:01.735238,No Influencer,4
330,2019-04-26 17:20:01.518100,No Influencer,4
314,2019-04-27 16:20:01.272795,No Influencer,4
261,2019-04-23 06:20:01.869648,No Influencer,4
314,2019-04-28 17:20:01.877449,No Influencer,4
310,2019-04-23 01:20:01.954157,No Influencer,4
350,2019-05-02 03:12:00.907757,No Influencer,4
309,2019-04-22 07:20:01.621437,No Influencer,4
356,2019-04-27 07:20:01.137215,No Influencer,4
330,2019-04-29 19:20:01.887370,No Influencer,4
314,2019-04-27 05:20:01.509110,No Influencer,4
314,2019-04-28 08:20:01.679335,No Influencer,4
314,2019-04-28 12:20:01.857206,No Influencer,4
334,2019-04-25 06:20:01.105964,No Influencer,4
314,2019-04-28 22:20:01.351439,No Influencer,4
309,2019-04-19 00:05:01.539743,No Influencer,4
309,2019-04-18 23:05:01.476369,No Influencer,4
309,2019-04-26 14:20:01.675773,No Influencer,4
309,2019-04-21 01:20:01.180405,No Influencer,4
334,2019-04-24 23:20:01.538001,No Influencer,4
310,2019-04-22 20:20:01.246193,No Influencer,4
314,2019-04-29 03:20:01.018048,No Influencer,4
309,2019-04-19 14:05:02.024507,No Influencer,4
310,2019-04-24 03:20:01.751988,No Influencer,4
356,2019-04-28 10:20:01.330874,No Influencer,4
356,2019-04-27 18:20:01.884206,No Influencer,4
310,2019-04-22 23:20:01.486930,No Influencer,4
310,2019-04-22 19:20:01.748194,No Influencer,4
310,2019-04-23 04:20:01.485014,No Influencer,4
315,2019-04-30 07:13:01.466702,No Influencer,4
310,2019-04-23 20:20:00.970738,No Influencer,4
356,2019-04-21 10:20:01.633332,No Influencer,4
261,2019-04-22 10:20:01.867835,No Influencer,4
356,2019-04-28 18:20:01.146409,No Influencer,4
333,2019-04-25 09:20:01.817283,No Influencer,4
309,2019-04-20 15:17:23.850909,No Influencer,4
309,2019-04-22 02:20:01.394275,No Influencer,4
261,2019-04-19 11:05:01.490346,No Influencer,4
314,2019-04-29 05:20:01.094951,No Influencer,4
315,2019-04-30 11:10:01.656297,No Influencer,4
309,2019-04-20 18:20:01.075927,No Influencer,4
261,2019-04-20 16:20:01.301616,No Influencer,4
314,2019-04-27 09:20:01.527672,No Influencer,4
