price_per_night,timestamp,Influencer_or_Not,Hotel_ID
 102,2019-05-07 13:12:00.773843,No Influencer,75
 116,2019-05-03 02:12:01.787336,No Influencer,75
 116,2019-05-01 18:12:01.084057,No Influencer,75
 116,2019-05-03 20:12:01.417073,No Influencer,75
 116,2019-05-04 21:12:01.042434,No Influencer,75
 116,2019-04-30 16:12:01.363416,No Influencer,75
 100,2019-05-10 15:12:01.172501,No Influencer,75
 115,2019-05-04 23:12:00.790633,No Influencer,75
 116,2019-05-03 09:12:00.881036,No Influencer,75
 115,2019-05-05 15:12:01.433095,No Influencer,75
 102,2019-05-07 02:12:01.613608,No Influencer,75
 116,2019-04-30 13:12:01.419350,No Influencer,75
 116,2019-05-04 16:12:01.513536,No Influencer,75
 100,2019-05-10 12:12:01.650515,No Influencer,75
 102,2019-05-09 17:12:01.399506,No Influencer,75
 100,2019-05-11 17:12:01.166979,No Influencer,75
 116,2019-05-02 00:12:01.499306,No Influencer,75
 100,2019-05-12 06:12:01.307160,No Influencer,75
 102,2019-05-06 10:12:01.668156,No Influencer,75
 100,2019-05-12 05:12:01.623704,No Influencer,75
 116,2019-04-30 19:12:01.613551,No Influencer,75
 115,2019-05-02 17:12:01.593326,No Influencer,75
 100,2019-05-11 14:12:01.175648,No Influencer,75
 115,2019-05-06 00:12:01.135520,No Influencer,75
 115,2019-05-04 14:12:01.302858,No Influencer,75
 102,2019-05-07 03:12:01.654121,No Influencer,75
 102,2019-05-09 10:12:01.689507,No Influencer,75
 102,2019-05-09 02:12:01.124211,No Influencer,75
 100,2019-05-11 09:12:01.288099,No Influencer,75
 116,2019-05-01 05:12:02.191499,No Influencer,75
 116,2019-05-01 03:12:02.104911,No Influencer,75
 116,2019-05-01 20:51:00.824488,No Influencer,75
 116,2019-05-03 00:12:01.451526,No Influencer,75
 116,2019-05-01 15:12:01.282244,No Influencer,75
 102,2019-05-09 00:12:00.809394,No Influencer,75
 115,2019-05-05 03:12:01.464035,No Influencer,75
 116,2019-05-01 04:12:02.205758,No Influencer,75
 116,2019-05-01 23:12:01.288315,No Influencer,75
 100,2019-05-10 10:12:01.366390,No Influencer,75
 116,2019-05-03 21:12:01.123989,No Influencer,75
 102,2019-05-07 22:12:01.192771,No Influencer,75
 116,2019-04-30 20:12:02.045191,No Influencer,75
 102,2019-05-06 23:12:01.058287,No Influencer,75
 101,2019-05-09 16:12:01.134980,No Influencer,75
 100,2019-05-12 08:12:01.493572,No Influencer,75
 116,2019-05-02 04:12:00.861830,No Influencer,75
 116,2019-04-30 10:26:45.353300,No Influencer,75
 102,2019-05-08 04:12:01.088730,No Influencer,75
 115,2019-05-02 18:12:01.265061,No Influencer,75
 100,2019-05-11 11:12:01.134429,No Influencer,75
 100,2019-05-11 15:12:01.126050,No Influencer,75
 116,2019-05-02 06:12:01.279354,No Influencer,75
 115,2019-05-05 22:12:01.757739,No Influencer,75
 116,2019-04-30 23:12:02.178945,No Influencer,75
 102,2019-05-10 00:12:01.223860,No Influencer,75
 102,2019-05-07 14:12:01.658250,No Influencer,75
 115,2019-05-05 05:12:01.490937,No Influencer,75
 115,2019-05-05 00:12:00.884891,No Influencer,75
 116,2019-05-03 03:12:01.374021,No Influencer,75
 102,2019-05-07 20:12:01.263617,No Influencer,75
 116,2019-05-03 05:12:01.406631,No Influencer,75
 100,2019-05-10 23:12:01.595138,No Influencer,75
 100,2019-05-11 12:12:01.347357,No Influencer,75
 102,2019-05-06 19:12:00.894356,No Influencer,75
 115,2019-05-04 02:12:01.529307,No Influencer,75
 102,2019-05-06 14:12:01.073456,No Influencer,75
 100,2019-05-10 05:12:01.597901,No Influencer,75
 115,2019-05-06 04:12:00.794909,No Influencer,75
 116,2019-05-05 12:12:01.506042,No Influencer,75
 102,2019-05-07 10:12:01.653838,No Influencer,75
 102,2019-05-07 09:12:01.170696,No Influencer,75
 100,2019-05-12 07:12:01.718866,No Influencer,75
 115,2019-05-05 09:12:01.002244,No Influencer,75
 116,2019-05-01 17:12:01.640198,No Influencer,75
 102,2019-05-06 13:12:01.705931,No Influencer,75
 116,2019-05-02 02:12:01.285853,No Influencer,75
 102,2019-05-09 11:12:01.126873,No Influencer,75
 115,2019-05-04 15:12:01.117309,No Influencer,75
 102,2019-05-07 17:12:01.586705,No Influencer,75
