price_per_night,timestamp,Influencer_or_Not,Hotel_ID
223,2019-05-05 16:12:00.859118,Influencer,5
207,2019-05-02 14:12:01.005284,Influencer,5
222,2019-05-03 20:12:01.432367,Influencer,5
548,2019-05-01 12:12:02.495711,Influencer,5
219,2019-05-09 16:12:01.145138,Influencer,5
218,2019-05-12 01:12:00.927538,Influencer,5
544,2019-04-29 11:20:01.563242,Influencer,5
233,2019-05-02 04:12:00.854604,Influencer,5
544,2019-04-27 22:20:01.268312,Influencer,5
544,2019-04-30 00:20:01.248897,Influencer,5
222,2019-05-06 14:12:01.072653,Influencer,5
219,2019-05-10 06:12:01.546593,Influencer,5
223,2019-05-04 11:12:01.448847,Influencer,5
544,2019-04-28 02:20:01.105462,Influencer,5
544,2019-04-29 20:20:01.174972,Influencer,5
223,2019-05-04 10:12:01.588220,Influencer,5
544,2019-04-30 05:13:01.040866,Influencer,5
221,2019-05-08 00:12:00.989831,Influencer,5
253,2019-05-01 16:12:01.628192,Influencer,5
254,2019-05-01 22:12:01.264045,Influencer,5
220,2019-05-04 09:12:01.740102,Influencer,5
222,2019-05-07 01:12:01.349458,Influencer,5
248,2019-05-12 02:12:01.114376,Influencer,5
220,2019-05-04 06:12:00.830918,Influencer,5
544,2019-04-30 10:13:01.853572,Influencer,5
221,2019-05-07 17:12:01.596634,Influencer,5
223,2019-05-04 12:12:01.444931,Influencer,5
222,2019-05-06 02:12:01.477150,Influencer,5
543,2019-04-26 14:20:01.678312,Influencer,5
544,2019-04-28 09:20:01.072631,Influencer,5
218,2019-05-11 10:12:01.583634,Influencer,5
544,2019-04-26 01:20:01.712651,Influencer,5
207,2019-05-02 11:12:01.280833,Influencer,5
219,2019-05-10 04:12:01.090207,Influencer,5
219,2019-05-11 23:12:00.964198,Influencer,5
543,2019-04-26 19:20:01.864633,Influencer,5
222,2019-05-07 08:12:01.097881,Influencer,5
221,2019-05-08 12:12:00.930913,Influencer,5
548,2019-05-01 10:12:01.734373,Influencer,5
222,2019-05-02 16:12:01.114919,Influencer,5
232,2019-05-02 13:12:01.255925,Influencer,5
544,2019-04-29 18:20:01.403132,Influencer,5
544,2019-04-29 03:20:01.027815,Influencer,5
221,2019-05-08 02:12:01.333073,Influencer,5
544,2019-04-28 12:20:01.870456,Influencer,5
254,2019-05-01 15:12:01.278362,Influencer,5
543,2019-04-26 22:20:01.497435,Influencer,5
222,2019-05-07 10:12:01.647762,Influencer,5
220,2019-05-09 00:12:00.800910,Influencer,5
543,2019-04-27 13:20:01.799206,Influencer,5
544,2019-04-28 19:20:01.183952,Influencer,5
544,2019-04-25 03:20:01.752967,Influencer,5
545,2019-04-25 06:20:01.098750,Influencer,5
218,2019-05-12 06:12:01.284012,Influencer,5
222,2019-05-08 19:12:00.836398,Influencer,5
224,2019-05-02 03:12:00.914424,Influencer,5
544,2019-04-30 22:12:01.723091,Influencer,5
544,2019-04-29 08:20:01.361314,Influencer,5
544,2019-04-25 10:20:01.292891,Influencer,5
220,2019-05-08 22:12:00.823013,Influencer,5
254,2019-05-02 00:12:01.496145,Influencer,5
